-0.12 -95.06,32.72 -92.74,65.29 -87.23,81.10 61.39,49.06 80.82,16.31 83.90,-16.54 86.02,-49.22 89.11,-81.14 108.61,-65.39 -102.90,-32.92 -97.37,10.84 -64.36,43.62 -61.63,75.96 -50.55,70.66 104.68,38.17 112.13,5.36 114.62,-27.47 116.82,-60.02 121.18,-85.51 -117.94,-54.63 -70.10,-22.01 -66.50,21.78 -33.61,54.49 -30.02,85.51 17.73,59.90 138.76,27.25 143.11,-5.60 145.30,-38.36 147.79,-70.73 155.27,-76.02 -49.60,-43.79 -38.49,-11.07 -35.75,32.72 -2.74,65.29 2.77,81.10 151.39,49.06 170.82,16.31 173.90,-16.54 176.02,-49.22 179.11,-81.14 -161.39,-65.39 -12.90,-32.92 -7.37,-0.12 -5.06,43.62 28.37,75.96 39.45,70.66 -165.32,38.17 -157.87,5.36 -155.38,-27.47 -153.18,-60.02 -148.82,-85.51 -27.94,-54.63 19.90,-22.01 23.50,10.84 25.64,54.49 59.98,85.51 107.73,59.90 -131.24,27.25 -126.89,-5.60 -124.70,-38.36 -122.21,-70.73 -114.73,-76.02 40.40,-43.79 51.51,-11.07 54.25,21.78 56.39
-73.74 79.77,-73.04 -124.45,-40.72 -115.70,-7.97 -113.12,24.88 -110.95,57.55 -106.97,86.40 -16.88,56.84 61.89,24.16 65.78,-8.70 67.93,-41.44 70.55,-83.81 132.63,-62.35 -89.48,-29.83 -84.67,2.98 -82.43,35.81 -80.03,68.34 -73.55,78.22 79.91,45.98 93.67,13.21 96.54,-19.64 98.66,-52.28 102.02,-83.21 -84.35,-51.56 -57.14,-18.92 -53.85,13.94 -51.73,46.70 -48.81,78.91 -34.00,67.63 118.64,35.08 124.86,2.26 127.24,-30.55 129.50,-63.06 134.46,-73.04 -34.45,-40.72 -25.70,-7.97 -23.12,24.88 -20.95,57.55 -16.97,86.40 73.12,56.84 151.89,24.16 155.78,-8.70 157.93,-41.44 160.55,-73.74 169.77,-62.35 0.52,-29.83 5.33,2.98 7.57,35.81 9.97,68.34 16.45,78.22 169.91,45.98 -176.33,13.21 -173.46,-19.64 -171.34,-52.28 -167.98,-83.81 -137.37,-51.56 32.86,-18.92 36.15,13.94 38.27,46.70 41.19,78.91 56.00,67.63 -151.36,35.08 -145.14,2.26 -142.76,-30.55 -140.50,-63.06 -135.54,-83.21 5.65
-77.22 83.15,-69.50 -122.50,-37.10 -115.58,-4.33 -113.14,28.52 -110.92,61.15 -106.34,84.65 25.17,53.23 62.33,20.52 65.79,-12.34 67.92,-45.05 70.73,-86.14 165.03,-58.77 -88.79,-26.21 -84.63,6.62 -82.45,39.43 -79.92,71.89 -71.83,74.74 83.87,42.36 93.86,9.57 96.53,-23.27 98.67,-55.87 102.43,-79.98 -73.61,-47.96 -56.85,-15.28 -53.85,17.58 -51.73,50.32 -48.54,82.24 -25.54,64.05 119.75,31.45 124.94,-1.39 127.22,-34.18 129.57,-66.63 135.46,-69.50 -32.50,-37.10 -25.58,-4.33 -23.14,28.52 -20.92,61.15 -16.34,84.65 115.17,53.23 152.33,20.52 155.79,-12.34 157.92,-45.05 160.73,-77.22 173.15,-58.77 1.21,-26.21 5.37,6.62 7.55,39.43 10.08,71.89 18.17,74.74 173.87,42.36 -176.14,9.57 -173.47,-23.27 -171.33,-55.87 -167.57,-86.14 -104.97,-47.96 33.15,-15.28 36.15,17.58 38.27,50.32 41.46,82.24 64.46,64.05 -150.25,31.45 -145.06,-1.39 -142.78,-34.18 -140.43,-66.63 -134.54,-79.98 16.39
-80.62 89.14,-65.95 -121.18,-33.48 -115.49,-0.69 -113.16,32.15 -110.86,64.74 -105.50,81.61 41.76,49.62 62.66,16.88 65.79,-15.98 67.91,-48.66 70.96,-85.83 -142.16,-55.18 -88.28,-22.57 -84.61,10.27 -82.47,43.06 -79.77,75.42 -69.20,71.21 86.28,38.74 94.00,5.92 96.51,-26.90 98.70,-59.46 102.97,-76.56 -68.29,-44.36 -56.63,-11.64 -53.86,21.22 -51.73,53.93 -48.19,85.15 -5.64,60.46 120.54,27.82 124.99,-5.03 127.20,-37.80 129.66,-70.18 136.88,-65.95 -31.18,-33.48 -25.49,-0.69 -23.16,32.15 -20.86,64.74 -15.50,81.61 131.76,49.62 152.66,16.88 155.79,-15.98 157.91,-48.66 160.96,-80.62 179.14,-55.18 1.72,-22.57 5.39,10.27 7.53,43.06 10.23,75.42 20.80,71.21 176.28,38.74 -176.00,5.92 -173.49,-26.90 -171.30,-59.46 -167.03,-85.83 -52.16,-44.36 33.37,-11.64 36.14,21.22 38.27,53.93 41.81,85.15 84.36,60.46 -149.46,27.82 -145.01,-5.03 -142.80,-37.80 -140.34,-70.18 -133.12,-76.56 21.71
-83.79 101.75,-62.38 -120.24,-29.86 -115.43,2.96 -113.18,35.78 -110.78,68.31 -104.32,78.25 49.13,46.00 62.91,13.23 65.79,-19.61 67.91,-52.26 71.27,-83.23 -115.21,-51.59 -87.90,-18.94 -84.60,13.91 -82.48,46.68 -79.56,78.88 -64.80,67.65 87.88,35.11 94.11,2.28 96.49,-30.53 98.75,-63.04 103.70,-73.06 -65.23,-40.74 -56.46,-8.00 -53.87,24.86 -51.71,57.53 -47.73,86.40 41.99,56.86 121.13,24.18 125.02,-8.67 127.18,-41.41 129.79,-73.71 139.00,-62.38 -30.24,-29.86 -25.43,2.96 -23.18,35.78 -20.78,68.31 -14.32,78.25 139.13,46.00 152.91,13.23 155.79,-19.61 157.91,-52.26 161.27,-83.79 -168.25,-51.59 2.10,-18.94 5.40,13.91 7.52,46.68 10.44,78.88 25.20,67.65 177.88,35.11 -175.89,2.28 -173.51,-30.53 -171.25,-63.04 -166.30,-83.23 -25.21,-40.74 33.54,-8.00 36.13,24.86 38.29,57.53 42.27,86.40 131.99,56.86 -148.87,24.18 -144.98,-8.67 -142.82,-41.41 -140.21,-73.71 -131.00,-73.06 24.77
-86.13 133.95,-58.80 -119.55,-26.23 -115.39,6.60 -113.21,39.41 -110.67,71.87 -102.60,74.77 53.10,42.38 63.11,9.59 65.77,-23.25 67.92,-55.85 71.67,-80.00 -104.41,-47.99 -87.60,-15.30 -84.60,17.55 -82.49,50.29 -79.30,82.22 -56.37,64.07 88.98,31.48 94.18,-1.36 96.47,-34.16 98.81,-66.61 104.70,-69.53 -63.27,-37.13 -56.34,-4.35 -53.89,28.49 -51.67,61.13 -47.10,84.67 84.25,53.26 121.57,20.54 125.04,-12.32 127.16,-45.03 129.97,-77.20 142.37,-58.80 -29.55,-26.23 -25.39,6.60 -23.21,39.41 -20.67,71.87 -12.60,74.77 143.10,42.38 153.11,9.59 155.77,-23.25 157.92,-55.85 161.67,-86.13 -136.05,-47.99 2.40,-15.30 5.40,17.55 7.51,50.29 10.70,82.22 33.63,64.07 178.98,31.48 -175.82,-1.36 -173.53,-34.16 -171.19,-66.61 -165.30,-80.00 -14.41,-37.13 33.66,-4.35 36.11,28.49 38.33,61.13 42.90,84.67 174.25,53.26 -148.43,20.54 -144.96,-12.32 -142.84,-45.03 -140.03,-77.20 -127.63,-69.53 26.73
-85.84 -173.19,-55.21 -119.04,-22.60 -115.36,10.24 -113.22,43.03 -110.52,75.39 -99.98,71.23 55.52,38.76 63.25,5.95 65.76,-26.88 67.95,-59.44 72.21,-76.58 -99.07,-44.38 -87.38,-11.66 -84.61,21.19 -82.48,53.90 -78.95,85.13 -36.60,60.48 89.78,27.84 94.23,-5.01 96.44,-37.78 98.91,-70.16 106.12,-65.97 -61.94,-33.51 -56.25,-0.71 -53.92,32.13 -51.62,64.71 -46.26,81.64 100.94,49.64 121.91,16.90 125.04,-15.95 127.15,-48.63 130.20,-80.60 148.34,-55.21 -29.04,-22.60 -25.36,10.24 -23.22,43.03 -20.52,75.39 -9.98,71.23 145.52,38.76 153.25,5.95 155.76,-26.88 157.95,-59.44 162.21,-85.84 -83.19,-44.38 2.62,-11.66 5.39,21.19 7.52,53.90 11.05,85.13 53.40,60.48 179.78,27.84 -175.77,-5.01 -173.56,-37.78 -171.09,-70.16 -163.88,-76.58 -9.07,-33.51 33.75,-0.71 36.08,32.13 38.38,64.71 43.74,81.64 -169.06,49.64 -148.09,16.90 -144.96,-15.95 -142.85,-48.63 -139.80,-80.60 -121.66,-65.97 28.06
-83.25 -146.06,-51.61 -118.65,-18.96 -115.35,13.89 -113.24,46.65 -110.32,78.86 -95.59,67.67 57.11,35.13 63.35,2.30 65.73,-30.51 67.99,-63.02 72.94,-73.08 -96.00,-40.77 -87.22,-8.02 -84.63,24.83 -82.46,57.51 -78.48,86.41 10.87,56.88 90.37,24.20 94.27,-8.65 96.42,-41.39 99.04,-73.69 108.23,-62.40 -61.00,-29.88 -56.18,2.93 -53.94,35.76 -51.54,68.29 -45.08,78.27 108.34,46.03 122.16,13.26 125.03,-19.59 127.15,-52.23 130.51,-83.77 160.87,-51.61 -28.65,-18.96 -25.35,13.89 -23.24,46.65 -20.32,78.86 -5.59,67.67 147.11,35.13 153.35,2.30 155.73,-30.51 157.99,-63.02 162.94,-83.25 -56.06,-40.77 2.78,-8.02 5.37,24.83 7.54,57.51 11.52,86.41 100.87,56.88 -179.63,24.20 -175.73,-8.65 -173.58,-41.39 -170.96,-73.69 -161.77,-73.08 -6.00,-29.88 33.82,2.93 36.06,35.76 38.46,68.29 44.92,78.27 -161.66,46.03 -147.84,13.26 -144.97,-19.59 -142.85,-52.23 -139.49,-83.77 -109.13,-62.40 29.00
-80.02 -135.21,-48.01 -118.36,-15.33 -115.36,17.53 -113.24,50.27 -110.06,82.20 -87.21,64.09 58.22,31.50 63.43,-1.34 65.71,-34.13 68.06,-66.59 73.94,-69.55 -94.03,-37.15 -87.09,-4.38 -84.65,28.47 -82.43,61.10 -77.86,84.69 53.32,53.28 90.81,20.57 94.28,-12.29 96.41,-45.00 99.21,-77.18 111.58,-58.82 -60.31,-26.25 -56.14,6.58 -53.96,39.39 -51.43,71.85 -43.37,74.79 112.32,42.41 122.35,9.62 125.02,-23.23 127.17,-55.83 130.92,-86.12 -167.12,-48.01 -28.36,-15.33 -25.36,17.53 -23.24,50.27 -20.06,82.20 2.79,64.09 148.22,31.50 153.43,-1.34 155.71,-34.13 158.06,-66.59 163.94,-80.02 -45.21,-37.15 2.91,-4.38 5.35,28.47 7.57,61.10 12.14,84.69 143.32,53.28 -179.19,20.57 -175.72,-12.29 -173.59,-45.00 -170.79,-77.18 -158.42,-69.55 -4.03,-26.25 33.86,6.58 36.04,39.39 38.57,71.85 46.63,74.79 -157.68,42.41 -147.65,9.62 -144.98,-23.23 -142.83,-55.83 -139.08,-86.12 -77.12,-58.82 29.69
-76.60 -129.85,-44.40 -118.14,-11.69 -115.37,21.17 -113.24,53.88 -109.71,85.12 -67.55,60.51 59.02,27.87 63.48,-4.98 65.69,-37.75 68.15,-70.14 75.35,-65.99 -92.70,-33.53 -87.00,-0.73 -84.67,32.10 -82.37,64.69 -77.02,81.66 70.12,49.67 91.15,16.92 94.28,-15.93 96.40,-48.61 99.45,-80.58 117.53,-55.23 -59.80,-22.62 -56.12,10.22 -53.98,43.01 -51.28,75.37 -40.75,71.26 114.75,38.78 122.49,5.97 125.00,-26.86 127.19,-59.42 131.45,-85.85 -114.22,-44.40 -28.14,-11.69 -25.37,21.17 -23.24,53.88 -19.71,85.12 22.45,60.51 149.02,27.87 153.48,-4.98 155.69,-37.75 158.15,-70.14 165.35,-76.60 -39.85,-33.53 3.00,-0.73 5.33,32.10 7.63,64.69 12.98,81.66 160.12,49.67 -178.85,16.92 -175.72,-15.93 -173.60,-48.61 -170.55,-80.58 -152.47,-65.99 -2.70,-22.62 33.88,10.22 36.02,43.01 38.72,75.37 49.25,71.26 -155.25,38.78 -147.51,5.97 -145.00,-26.86 -142.81,-59.42 -138.55,-85.85 -24.22,-55.23 30.20
-73.10 -126.77,-40.79 -117.97,-8.04 -115.38,24.81 -113.22,57.48 -109.24,86.41 -20.26,56.91 59.61,24.23 63.51,-8.63 65.67,-41.37 68.28,-73.67 77.46,-62.42 -91.76,-29.90 -86.94,2.91 -84.69,35.74 -82.29,68.27 -75.84,78.29 77.55,46.05 91.40,13.28 94.28,-19.57 96.40,-52.21 99.75,-83.75 129.99,-51.63 -59.41,-18.99 -56.11,13.86 -53.99,46.63 -51.08,78.84 -36.38,67.70 116.35,35.15 122.60,2.33 124.98,-30.48 127.24,-62.99 132.18,-83.27 -86.92,-40.79 -27.97,-8.04 -25.38,24.81 -23.22,57.48 -19.24,86.41 69.74,56.91 149.61,24.23 153.51,-8.63 155.67,-41.37 158.28,-73.67 167.46,-73.10 -36.77,-29.90 3.06,2.91 5.31,35.74 7.71,68.27 14.16,78.29 167.55,46.05 -178.60,13.28 -175.72,-19.57 -173.60,-52.21 -170.25,-83.75 -140.01,-62.42 -1.76,-18.99 33.89,13.86 36.01,46.63 38.92,78.84 53.62,67.70 -153.65,35.15 -147.40,2.33 -145.02,-30.48 -142.76,-62.99 -137.82,-83.27 3.08,-51.63 30.59
-69.57 -124.80,-37.17 -117.85,-4.40 -115.40,28.45 -113.18,61.08 -108.62,84.71 22.40,53.30 60.06,20.59 63.53,-12.27 65.65,-44.98 68.46,-77.15 80.80,-58.84 -91.07,-26.28 -86.90,6.55 -84.71,39.36 -82.18,71.82 -74.14,74.81 81.55,42.43 91.59,9.64 94.26,-23.20 96.41,-55.80 100.16,-86.11 161.81,-48.03 -59.12,-15.35 -56.11,17.51 -54.00,50.25 -50.81,82.18 -28.04,64.12 117.46,31.52 122.67,-1.32 124.96,-34.11 127.30,-66.56 133.17,-80.04 -76.01,-37.17 -27.85,-4.40 -25.40,28.45 -23.18,61.08 -18.62,84.71 112.40,53.30 150.06,20.59 153.53,-12.27 155.65,-44.98 158.46,-77.15 170.80,-69.57 -34.80,-26.28 3.10,6.55 5.29,39.36 7.82,71.82 15.86,74.81 171.55,42.43 -178.41,9.64 -175.74,-23.20 -173.59,-55.80 -169.84,-86.11 -108.19,-58.84 -1.07,-15.35 33.89,17.51 36.00,50.25 39.19,82.18 61.96,64.12 -152.54,31.52 -147.33,-1.32 -145.04,-34.11 -142.70,-66.56 -136.83,-80.04 13.99,-48.03 30.88
-66.02 -123.46,-33.55 -117.76,-0.76 -115.42,32.08 -113.13,64.67 -107.78,81.68 39.29,49.69 60.39,16.95 63.53,-15.91 65.64,-48.59 68.69,-80.56 86.72,-55.25 -90.55,-22.64 -86.87,10.20 -84.73,42.99 -82.03,75.35 -71.53,71.28 83.98,38.81 91.74,5.99 94.25,-26.83 96.44,-59.39 100.69,-85.86 -145.25,-44.43 -58.89,-11.71 -56.12,21.15 -53.99,53.86 -50.46,85.10 -8.51,60.53 118.27,27.89 122.72,-4.96 124.93,-37.73 127.40,-70.12 134.59,-76.62 -70.63,-33.55 -27.76,-0.76 -25.42,32.08 -23.13,64.67 -17.78,81.68 129.29,49.69 150.39,16.95 153.53,-15.91 155.64,-48.59 158.69,-80.56 176.72,-66.02 -33.46,-22.64 3.13,10.20 5.27,42.99 7.97,75.35 18.47,71.28 173.98,38.81 -178.26,5.99 -175.75,-26.83 -173.56,-59.39 -169.31,-85.86 -55.25,-55.25 -0.55,-11.71 33.88,21.15 36.01,53.86 39.54,85.10 81.49,60.53 -151.73,27.89 -147.28,-4.96 -145.07,-37.73 -142.60,-70.12 -135.41,-76.62 19.37,-44.43 31.11
-62.45 -122.52,-29.93 -117.69,2.89 -115.45,35.71 -113.05,68.24 -106.61,78.31 46.76,46.08 60.65,13.31 63.52,-19.54 65.64,-52.19 69.00,-83.73 99.12,-51.66 -90.17,-19.01 -86.86,13.84 -84.74,46.61 -81.83,78.82 -67.17,67.72 85.59,35.18 91.84,2.35 94.22,-30.46 96.48,-62.97 101.42,-83.29 -117.78,-40.81 -58.73,-8.07 -56.14,24.79 -53.97,57.46 -50.00,86.41 38.62,56.93 118.86,24.25 122.76,-8.60 124.91,-41.34 127.53,-73.64 136.68,-73.13 -67.54,-29.93 -27.69,2.89 -25.45,35.71 -23.05,68.24 -16.61,78.31 136.76,46.08 150.65,13.31 153.52,-19.54 155.64,-52.19 159.00,-83.73 -170.88,-62.45 -32.52,-19.01 3.14,13.84 5.26,46.61 8.17,78.82 22.83,67.72 175.59,35.18 -178.16,2.35 -175.78,-30.46 -173.52,-62.97 -168.58,-83.29 -27.78,-51.66 -0.17,-8.07 33.86,24.79 36.03,57.46 40.00,86.41 128.62,56.93 -151.14,24.25 -147.24,-8.60 -145.09,-41.34 -142.47,-73.64 -133.32,-73.13 22.46,-40.81 31.27
-58.87 -121.83,-26.30 -117.65,6.53 -115.47,39.34 -112.94,71.80 -104.91,74.83 50.77,42.45 60.84,9.66 63.51,-23.18 65.66,-55.78 69.40,-86.10 130.74,-48.06 -89.87,-15.37 -86.86,17.48 -84.75,50.22 -81.57,82.15 -58.87,64.14 86.70,31.55 91.92,-1.29 94.20,-34.08 96.55,-66.54 102.41,-80.06 -106.81,-37.20 -58.60,-4.43 -56.16,28.42 -53.94,61.06 -49.38,84.72 81.47,53.33 119.30,20.61 122.77,-12.24 124.90,-44.96 127.70,-77.13 140.02,-69.59 -65.56,-26.30 -27.65,6.53 -25.47,39.34 -22.94,71.80 -14.91,74.83 140.77,42.45 150.84,9.66 153.51,-23.18 155.66,-55.78 159.40,-86.10 -139.26,-58.87 -31.83,-15.37 3.14,17.48 5.25,50.22 8.43,82.15 31.13,64.14 176.70,31.55 -178.08,-1.29 -175.80,-34.08 -173.45,-66.54 -167.59,-80.06 -16.81,-48.06 0.13,-4.43 33.84,28.42 36.06,61.06 40.62,84.72 171.47,53.33 -150.70,20.61 -147.23,-12.24 -145.10,-44.96 -142.30,-77.13 -129.98,-69.59 24.44,-37.20 31.40
-55.28 -121.31,-22.67 -117.63,10.17 -115.49,42.96 -112.79,75.33 -102.30,71.30 53.21,38.83 60.98,6.02 63.49,-26.81 65.68,-59.37 69.94,-85.87 -176.29,-44.45 -89.65,-11.73 -86.87,21.12 -84.74,53.83 -81.22,85.08 -39.46,60.55 87.51,27.91 91.97,-4.94 94.18,-37.70 96.64,-70.09 103.82,-76.65 -101.41,-33.58 -58.51,-0.78 -56.18,32.06 -53.88,64.64 -48.54,81.70 98.47,49.71 119.64,16.97 122.78,-15.88 124.89,-48.56 127.93,-80.53 145.92,-66.04 -64.23,-22.67 -27.63,10.17 -25.49,42.96 -22.79,75.33 -12.30,71.30 143.21,38.83 150.98,6.02 153.49,-26.81 155.68,-59.37 159.94,-85.87 -86.29,-55.28 -31.31,-11.73 3.13,21.12 5.26,53.83 8.78,85.08 50.54,60.55 177.51,27.91 -178.03,-4.94 -175.82,-37.70 -173.36,-70.09 -166.18,-76.65 -11.41,-44.45 0.35,-0.78 33.82,32.06 36.12,64.64 41.46,81.70 -171.53,49.71 -150.36,16.97 -147.22,-15.88 -145.11,-48.56 -142.07,-80.53 -124.08,-66.04 25.77,-33.58 31.49
-51.68 -120.92,-19.03 -117.62,13.82 -115.50,46.58 -112.59,78.80 -97.96,67.74 54.82,35.20 61.09,2.37 63.47,-30.44 65.73,-62.95 70.66,-83.31 -148.64,-40.84 -89.48,-8.09 -86.89,24.76 -84.73,57.44 -80.76,86.41 7.49,56.95 88.10,24.28 92.00,-8.58 94.16,-41.32 96.77,-73.62 105.91,-73.15 -98.31,-29.95 -58.45,2.86 -56.20,35.69 -53.81,68.22 -47.37,78.34 105.97,46.10 119.89,13.33 122.77,-19.52 124.89,-52.16 128.24,-83.72 158.24,-62.47 -63.28,-19.03 -27.62,13.82 -25.50,46.58 -22.59,78.80 -7.96,67.74 144.82,35.20 151.09,2.37 153.47,-30.44 155.73,-62.95 160.66,-83.31 -58.64,-51.68 -30.92,-8.09 3.11,24.76 5.27,57.44 9.24,86.41 97.49,56.95 178.10,24.28 -178.00,-8.58 -175.84,-41.32 -173.23,-73.62 -164.09,-73.15 -8.31,-40.84 0.52,2.86 33.80,35.69 36.19,68.22 42.63,78.34 -164.03,46.10 -150.11,13.33 -147.23,-19.52 -145.11,-52.16 -141.76,-83.72 -111.76,-62.47 26.72,-29.95 31.55
-48.08 -120.63,-15.40 -117.62,17.46 -115.50,50.20 -112.32,82.13 -89.70,64.16 55.94,31.57 61.16,-1.27 63.45,-34.06 65.79,-66.52 71.65,-80.09 -137.61,-37.22 -89.36,-4.45 -86.91,28.40 -84.69,61.03 -80.14,84.74 50.55,53.35 88.54,20.64 92.02,-12.22 94.14,-44.93 96.95,-77.11 109.24,-69.62 -96.33,-26.32 -58.41,6.51 -56.22,39.32 -53.69,71.78 -45.67,74.86 110.00,42.48 120.08,9.69 122.76,-23.15 124.90,-55.76 128.64,-86.09 -170.32,-58.89 -62.58,-15.40 -27.62,17.46 -25.50,50.20 -22.32,82.13 0.30,64.16 145.94,31.57 151.16,-1.27 153.45,-34.06 155.79,-66.52 161.65,-80.09 -47.61,-48.08 -30.63,-4.45 3.09,28.40 5.31,61.03 9.86,84.74 140.55,53.35 178.54,20.64 -177.98,-12.22 -175.86,-44.93 -173.05,-77.11 -160.76,-69.62 -6.33,-37.22 0.64,6.51 33.78,39.32 36.31,71.78 44.33,74.86 -160.00,42.48 -149.92,9.69 -147.24,-23.15 -145.10,-55.76 -141.36,-86.09 -80.32,-58.89 27.42,-26.32 31.59
-44.47 -120.41,-11.76 -117.63,21.10 -115.50,53.81 -111.98,85.07 -70.41,60.58 56.75,27.94 61.22,-4.91 63.43,-37.68 65.89,-70.07 73.05,-76.67 -132.19,-33.60 -89.27,-0.81 -86.93,32.03 -84.64,64.62 -79.30,81.72 67.65,49.74 88.88,17.00 92.02,-15.86 94.14,-48.54 97.18,-80.51 115.11,-66.06 -94.99,-22.69 -58.38,10.15 -56.24,42.94 -53.54,75.30 -43.08,71.32 112.45,38.85 120.23,6.04 122.74,-26.79 124.93,-59.35 129.18,-85.89 -117.32,-55.30 -62.07,-11.76 -27.63,21.10 -25.50,53.81 -21.98,85.07 19.59,60.58 146.75,27.94 151.22,-4.91 153.43,-37.68 155.89,-70.07 163.05,-76.67 -42.19,-44.47 -30.41,-0.81 3.07,32.03 5.36,64.62 10.70,81.72 157.65,49.74 178.88,17.00 -177.98,-15.86 -175.86,-48.54 -172.82,-80.51 -154.89,-66.06 -4.99,-33.60 0.73,10.15 33.76,42.94 36.46,75.30 46.92,71.32 -157.55,38.85 -149.77,6.04 -147.26,-26.79 -145.07,-59.35 -140.82,-85.89 -27.32,-55.30 27.93,-22.69 31.62
-40.86 -120.24,-8.12 -117.65,24.74 -115.48,57.41 -111.52,86.41 -23.64,56.98 57.34,24.30 61.25,-8.56 63.41,-41.30 66.02,-73.60 75.14,-73.17 -129.08,-29.97 -89.20,2.84 -86.96,35.66 -84.56,68.20 -78.13,78.36 75.18,46.12 89.13,13.35 92.01,-19.50 94.14,-52.14 97.48,-83.70 127.37,-62.49 -94.04,-19.06 -58.37,13.79 -56.25,46.56 -53.35,78.77 -38.76,67.77 114.06,35.23 120.33,2.40 122.72,-30.41 124.97,-62.93 129.90,-83.33 -89.50,-51.70 -61.68,-8.12 -27.65,24.74 -25.48,57.41 -21.52,86.41 66.36,56.98 147.34,24.30 151.25,-8.56 153.41,-41.30 156.02,-73.60 165.14,-73.17 -39.08,-40.86 -30.24,2.84 3.04,35.66 5.44,68.20 11.87,78.36 165.18,46.12 179.13,13.35 -177.99,-19.50 -175.86,-52.14 -172.52,-83.70 -142.63,-62.49 -4.04,-29.97 0.80,13.79 33.75,46.56 36.65,78.77 51.24,67.77 -155.94,35.23 -149.67,2.40 -147.28,-30.41 -145.03,-62.93 -140.10,-83.33 0.50,-51.70 28.32,-19.06 31.63
-37.24 -120.11,-4.47 -117.67,28.38 -115.45,61.01 -110.90,84.76 19.62,53.37 57.79,20.66 61.26,-12.20 63.39,-44.91 66.19,-77.09 78.45,-69.64 -127.09,-26.35 -89.16,6.48 -86.98,39.29 -84.45,71.75 -76.44,74.88 79.22,42.50 89.33,9.71 92.00,-23.13 94.15,-55.73 97.89,-86.08 158.61,-58.91 -93.34,-15.42 -58.37,17.44 -56.26,50.18 -53.08,82.11 -30.53,64.19 115.18,31.59 120.41,-1.25 122.69,-34.04 125.04,-66.49 130.89,-80.11 -78.42,-48.10 -61.38,-4.47 -27.67,28.38 -25.45,61.01 -20.90,84.76 109.62,53.37 147.79,20.66 151.26,-12.20 153.39,-44.91 156.19,-77.09 168.45,-69.64 -37.09,-37.24 -30.11,6.48 3.02,39.29 5.55,71.75 13.56,74.88 169.22,42.50 179.33,9.71 -178.00,-23.13 -175.85,-55.73 -172.11,-86.08 -111.39,-58.91 -3.34,-26.35 0.84,17.44 33.74,50.18 36.92,82.11 59.47,64.19 -154.82,31.59 -149.59,-1.25 -147.31,-34.04 -144.96,-66.49 -139.11,-80.11 11.58,-48.10 28.62,-15.42 31.63
-33.62 -120.02,-0.83 -117.69,32.01 -115.39,64.60 -110.06,81.74 36.82,49.76 58.12,17.02 61.27,-15.84 63.38,-48.52 66.42,-80.49 84.30,-66.09 -125.75,-22.71 -89.14,10.13 -87.00,42.92 -84.30,75.28 -73.85,71.35 81.68,38.88 89.47,6.07 91.98,-26.76 94.17,-59.32 98.42,-85.90 -148.36,-55.32 -92.83,-11.78 -58.38,21.08 -56.25,53.79 -52.73,85.05 -11.36,60.60 115.99,27.96 120.46,-4.89 122.67,-37.66 125.13,-70.05 132.29,-76.69 -72.98,-44.50 -61.16,-0.83 -27.69,32.01 -25.39,64.60 -20.06,81.74 126.82,49.76 148.12,17.02 151.27,-15.84 153.38,-48.52 156.42,-80.49 174.30,-66.09 -35.75,-33.62 -30.02,10.13 3.00,42.92 5.70,75.28 16.15,71.35 171.68,38.88 179.47,6.07 -178.02,-26.76 -175.83,-59.32 -171.58,-85.90 -58.36,-55.32 -2.83,-22.71 0.86,21.08 33.75,53.79 37.27,85.05 78.64,60.60 -154.01,27.96 -149.54,-4.89 -147.33,-37.66 -144.87,-70.05 -137.71,-76.69 17.02,-44.50 28.84,-11.78 31.62
-30.00 -119.96,2.81 -117.71,35.64 -115.32,68.17 -108.90,78.38 44.40,46.15 58.38,13.38 61.26,-19.47 63.38,-52.12 66.73,-83.68 96.50,-62.52 -124.80,-19.08 -89.13,13.77 -87.01,46.54 -84.10,78.75 -69.55,67.79 83.30,35.25 89.58,2.42 91.96,-30.39 94.22,-62.90 99.14,-83.35 -120.36,-51.73 -92.44,-8.14 -58.40,24.72 -56.24,57.39 -52.27,86.41 35.24,57.00 116.58,24.32 120.49,-8.53 122.65,-41.27 125.26,-73.58 134.37,-73.20 -69.85,-40.88 -60.99,2.81 -27.71,35.64 -25.32,68.17 -18.90,78.38 134.40,46.15 148.38,13.38 151.26,-19.47 153.38,-52.12 156.73,-83.68 -173.50,-62.52 -34.80,-30.00 -29.96,13.77 2.99,46.54 5.90,78.75 20.45,67.79 173.30,35.25 179.58,2.42 -178.04,-30.39 -175.78,-62.90 -170.86,-83.35 -30.36,-51.73 -2.44,-19.08 0.87,24.72 33.76,57.39 37.73,86.41 125.24,57.00 -153.42,24.32 -149.51,-8.53 -147.35,-41.27 -144.74,-73.58 -135.63,-73.20 20.15,-40.88 29.01,-8.14 31.60
